valuationDate,isinCode,value,maturityDate,currency
2019-03-19,EUR,1.1352,2019-03-19,USD
2019-03-18,EUR,1.1337,2019-03-18,USD
2019-03-15,EUR,1.1325,2019-03-15,USD
2019-03-14,EUR,1.1304,2019-03-14,USD
2019-03-13,EUR,1.1327,2019-03-13,USD
2019-03-12,EUR,1.1288,2019-03-12,USD
2019-03-11,EUR,1.1249,2019-03-11,USD
2019-03-08,EUR,1.124,2019-03-08,USD
2019-03-07,EUR,1.1194,2019-03-07,USD
2019-03-06,EUR,1.1307,2019-03-06,USD
2019-03-05,EUR,1.1308,2019-03-05,USD
2019-03-04,EUR,1.134,2019-03-04,USD
2019-03-01,EUR,1.1377,2019-03-01,USD
2019-02-28,EUR,1.1371,2019-02-28,USD
2019-02-27,EUR,1.1369,2019-02-27,USD
2019-02-26,EUR,1.1387,2019-02-26,USD
2019-02-25,EUR,1.1359,2019-02-25,USD
2019-02-22,EUR,1.1343,2019-02-22,USD
2019-02-21,EUR,1.1336,2019-02-21,USD
2019-02-20,EUR,1.1337,2019-02-20,USD
2019-02-19,EUR,1.1341,2019-02-19,USD
2019-02-18,EUR,1.1311,2019-02-18,USD
2019-02-15,EUR,1.1295,2019-02-15,USD
2019-02-14,EUR,1.1301,2019-02-14,USD
2019-02-13,EUR,1.1267,2019-02-13,USD
2019-02-12,EUR,1.1325,2019-02-12,USD
2019-02-11,EUR,1.1276,2019-02-11,USD
2019-02-08,EUR,1.133,2019-02-08,USD
2019-02-07,EUR,1.1341,2019-02-07,USD
2019-02-06,EUR,1.1362,2019-02-06,USD
2019-02-05,EUR,1.1415,2019-02-05,USD
2019-02-04,EUR,1.1438,2019-02-04,USD
2019-02-01,EUR,1.1456,2019-02-01,USD
2019-01-31,EUR,1.1446,2019-01-31,USD
2019-01-30,EUR,1.1479,2019-01-30,USD
2019-01-29,EUR,1.1432,2019-01-29,USD
2019-01-28,EUR,1.1434,2019-01-28,USD
2019-01-25,EUR,1.1415,2019-01-25,USD
2019-01-24,EUR,1.1306,2019-01-24,USD
2019-01-23,EUR,1.1381,2019-01-23,USD
2019-01-22,EUR,1.1359,2019-01-22,USD
2019-01-21,EUR,1.1366,2019-01-21,USD
2019-01-18,EUR,1.1363,2019-01-18,USD
2019-01-17,EUR,1.1398,2019-01-17,USD
2019-01-16,EUR,1.14,2019-01-16,USD
2019-01-15,EUR,1.1417,2019-01-15,USD
2019-01-14,EUR,1.1477,2019-01-14,USD
2019-01-11,EUR,1.1469,2019-01-11,USD
2019-01-10,EUR,1.15,2019-01-10,USD
2019-01-09,EUR,1.1543,2019-01-09,USD
2019-01-08,EUR,1.1442,2019-01-08,USD
2019-01-07,EUR,1.1476,2019-01-07,USD
2019-01-04,EUR,1.1395,2019-01-04,USD
2019-01-03,EUR,1.1394,2019-01-03,USD
2019-01-02,EUR,1.1343,2019-01-02,USD
2019-01-01,EUR,1.1464,2019-01-01,USD
2018-12-31,EUR,1.147,2018-12-31,USD
2018-12-28,EUR,1.1438,2018-12-28,USD
2018-12-27,EUR,1.143,2018-12-27,USD
2018-12-26,EUR,1.1353,2018-12-26,USD
2018-12-25,EUR,1.1362,2018-12-25,USD
2018-12-24,EUR,1.14,2018-12-24,USD
2018-12-21,EUR,1.1369,2018-12-21,USD
2018-12-20,EUR,1.1446,2018-12-20,USD
2018-12-19,EUR,1.1377,2018-12-19,USD
2018-12-18,EUR,1.1361,2018-12-18,USD
2018-12-17,EUR,1.1347,2018-12-17,USD
2018-12-14,EUR,1.1309,2018-12-14,USD
2018-12-13,EUR,1.1363,2018-12-13,USD
2018-12-12,EUR,1.1368,2018-12-12,USD
2018-12-11,EUR,1.1316,2018-12-11,USD
2018-12-10,EUR,1.1356,2018-12-10,USD
2018-12-07,EUR,1.1378,2018-12-07,USD
2018-12-06,EUR,1.1376,2018-12-06,USD
2018-12-05,EUR,1.1344,2018-12-05,USD
2018-12-04,EUR,1.1345,2018-12-04,USD
2018-12-03,EUR,1.1354,2018-12-03,USD
2018-11-30,EUR,1.1317,2018-11-30,USD
2018-11-29,EUR,1.1393,2018-11-29,USD
2018-11-28,EUR,1.1366,2018-11-28,USD
2018-11-27,EUR,1.1288,2018-11-27,USD
2018-11-26,EUR,1.1328,2018-11-26,USD
2018-11-23,EUR,1.1341,2018-11-23,USD
2018-11-22,EUR,1.1408,2018-11-22,USD
2018-11-21,EUR,1.1385,2018-11-21,USD
2018-11-20,EUR,1.1371,2018-11-20,USD
2018-11-19,EUR,1.1453,2018-11-19,USD
2018-11-16,EUR,1.142,2018-11-16,USD
2018-11-15,EUR,1.1328,2018-11-15,USD
2018-11-14,EUR,1.131,2018-11-14,USD
2018-11-13,EUR,1.1291,2018-11-13,USD
2018-11-12,EUR,1.1218,2018-11-12,USD
2018-11-09,EUR,1.1336,2018-11-09,USD
2018-11-08,EUR,1.1363,2018-11-08,USD
2018-11-07,EUR,1.1426,2018-11-07,USD
2018-11-06,EUR,1.1427,2018-11-06,USD
2018-11-05,EUR,1.1407,2018-11-05,USD
2018-11-02,EUR,1.1387,2018-11-02,USD
2018-11-01,EUR,1.1409,2018-11-01,USD
2018-10-31,EUR,1.1312,2018-10-31,USD
2018-10-30,EUR,1.1344,2018-10-30,USD
2018-10-29,EUR,1.1373,2018-10-29,USD
2018-10-26,EUR,1.1403,2018-10-26,USD
2018-10-25,EUR,1.1376,2018-10-25,USD
2018-10-24,EUR,1.1392,2018-10-24,USD
2018-10-23,EUR,1.1471,2018-10-23,USD
2018-10-22,EUR,1.1465,2018-10-22,USD
2018-10-19,EUR,1.1515,2018-10-19,USD
2018-10-18,EUR,1.1453,2018-10-18,USD
2018-10-17,EUR,1.1501,2018-10-17,USD
2018-10-16,EUR,1.1575,2018-10-16,USD
2018-10-15,EUR,1.1579,2018-10-15,USD
2018-10-12,EUR,1.1563,2018-10-12,USD
2018-10-11,EUR,1.1594,2018-10-11,USD
2018-10-10,EUR,1.152,2018-10-10,USD
2018-10-09,EUR,1.149,2018-10-09,USD
2018-10-08,EUR,1.1492,2018-10-08,USD
2018-10-05,EUR,1.1524,2018-10-05,USD
2018-10-04,EUR,1.1515,2018-10-04,USD
2018-10-03,EUR,1.1478,2018-10-03,USD
2018-10-02,EUR,1.1548,2018-10-02,USD
2018-10-01,EUR,1.1578,2018-10-01,USD
2018-09-28,EUR,1.1609,2018-09-28,USD
2018-09-27,EUR,1.1641,2018-09-27,USD
2018-09-26,EUR,1.174,2018-09-26,USD
2018-09-25,EUR,1.1772,2018-09-25,USD
2018-09-24,EUR,1.1748,2018-09-24,USD
2018-09-21,EUR,1.175,2018-09-21,USD
2018-09-20,EUR,1.1777,2018-09-20,USD
2018-09-19,EUR,1.1673,2018-09-19,USD
2018-09-18,EUR,1.1667,2018-09-18,USD
2018-09-17,EUR,1.1683,2018-09-17,USD
2018-09-14,EUR,1.163,2018-09-14,USD
2018-09-13,EUR,1.169,2018-09-13,USD
2018-09-12,EUR,1.1626,2018-09-12,USD
2018-09-11,EUR,1.1607,2018-09-11,USD
2018-09-10,EUR,1.1594,2018-09-10,USD
2018-09-07,EUR,1.1553,2018-09-07,USD
2018-09-06,EUR,1.1622,2018-09-06,USD
2018-09-05,EUR,1.1629,2018-09-05,USD
2018-09-04,EUR,1.1582,2018-09-04,USD
2018-09-03,EUR,1.1624,2018-09-03,USD
2018-08-31,EUR,1.1601,2018-08-31,USD
2018-08-30,EUR,1.1671,2018-08-30,USD
2018-08-29,EUR,1.1708,2018-08-29,USD
2018-08-28,EUR,1.1695,2018-08-28,USD
2018-08-27,EUR,1.1678,2018-08-27,USD
2018-08-24,EUR,1.1623,2018-08-24,USD
2018-08-23,EUR,1.1539,2018-08-23,USD
2018-08-22,EUR,1.1597,2018-08-22,USD
2018-08-21,EUR,1.1571,2018-08-21,USD
2018-08-20,EUR,1.1481,2018-08-20,USD
2018-08-17,EUR,1.1439,2018-08-17,USD
2018-08-16,EUR,1.1377,2018-08-16,USD
2018-08-15,EUR,1.1345,2018-08-15,USD
2018-08-14,EUR,1.1344,2018-08-14,USD
2018-08-13,EUR,1.1409,2018-08-13,USD
2018-08-10,EUR,1.1411,2018-08-10,USD
2018-08-09,EUR,1.1527,2018-08-09,USD
2018-08-08,EUR,1.1611,2018-08-08,USD
2018-08-07,EUR,1.1599,2018-08-07,USD
2018-08-06,EUR,1.1554,2018-08-06,USD
2018-08-03,EUR,1.1567,2018-08-03,USD
2018-08-02,EUR,1.1584,2018-08-02,USD
2018-08-01,EUR,1.166,2018-08-01,USD
2018-07-31,EUR,1.1691,2018-07-31,USD
2018-07-30,EUR,1.1706,2018-07-30,USD
2018-07-27,EUR,1.1658,2018-07-27,USD
2018-07-26,EUR,1.1643,2018-07-26,USD
2018-07-25,EUR,1.1728,2018-07-25,USD
2018-07-24,EUR,1.1686,2018-07-24,USD
2018-07-23,EUR,1.1692,2018-07-23,USD
2018-07-20,EUR,1.172,2018-07-20,USD
2018-07-19,EUR,1.1643,2018-07-19,USD
2018-07-18,EUR,1.1639,2018-07-18,USD
2018-07-17,EUR,1.1661,2018-07-17,USD
2018-07-16,EUR,1.171,2018-07-16,USD
2018-07-13,EUR,1.1685,2018-07-13,USD
2018-07-12,EUR,1.1672,2018-07-12,USD
2018-07-11,EUR,1.1674,2018-07-11,USD
2018-07-10,EUR,1.1744,2018-07-10,USD
2018-07-09,EUR,1.1751,2018-07-09,USD
2018-07-06,EUR,1.1747,2018-07-06,USD
2018-07-05,EUR,1.1691,2018-07-05,USD
2018-07-04,EUR,1.1656,2018-07-04,USD
2018-07-03,EUR,1.1657,2018-07-03,USD
2018-07-02,EUR,1.1641,2018-07-02,USD
2018-06-29,EUR,1.1685,2018-06-29,USD
2018-06-28,EUR,1.1569,2018-06-28,USD
2018-06-27,EUR,1.1554,2018-06-27,USD
2018-06-26,EUR,1.1647,2018-06-26,USD
2018-06-25,EUR,1.1704,2018-06-25,USD
2018-06-22,EUR,1.1657,2018-06-22,USD
2018-06-21,EUR,1.1603,2018-06-21,USD
2018-06-20,EUR,1.1572,2018-06-20,USD
2018-06-19,EUR,1.159,2018-06-19,USD
2018-06-18,EUR,1.1623,2018-06-18,USD
2018-06-15,EUR,1.1609,2018-06-15,USD
2018-06-14,EUR,1.1569,2018-06-14,USD
2018-06-13,EUR,1.1791,2018-06-13,USD
2018-06-12,EUR,1.1745,2018-06-12,USD
2018-06-11,EUR,1.1784,2018-06-11,USD
2018-06-08,EUR,1.1768,2018-06-08,USD
2018-06-07,EUR,1.1799,2018-06-07,USD
2018-06-06,EUR,1.1773,2018-06-06,USD
2018-06-05,EUR,1.1718,2018-06-05,USD
2018-06-04,EUR,1.1699,2018-06-04,USD
2018-06-01,EUR,1.1661,2018-06-01,USD
2018-05-31,EUR,1.1692,2018-05-31,USD
2018-05-30,EUR,1.1663,2018-05-30,USD
2018-05-29,EUR,1.154,2018-05-29,USD
2018-05-28,EUR,1.1623,2018-05-28,USD
2018-05-25,EUR,1.1652,2018-05-25,USD
2018-05-24,EUR,1.172,2018-05-24,USD
2018-05-23,EUR,1.1697,2018-05-23,USD
2018-05-22,EUR,1.1779,2018-05-22,USD
2018-05-21,EUR,1.1791,2018-05-21,USD
2018-05-18,EUR,1.1778,2018-05-18,USD
2018-05-17,EUR,1.1795,2018-05-17,USD
2018-05-16,EUR,1.1807,2018-05-16,USD
2018-05-15,EUR,1.1838,2018-05-15,USD
2018-05-14,EUR,1.1927,2018-05-14,USD
2018-05-11,EUR,1.1944,2018-05-11,USD
2018-05-10,EUR,1.1915,2018-05-10,USD
2018-05-09,EUR,1.185,2018-05-09,USD
2018-05-08,EUR,1.1864,2018-05-08,USD
2018-05-07,EUR,1.1922,2018-05-07,USD
2018-05-04,EUR,1.196,2018-05-04,USD
2018-05-03,EUR,1.1988,2018-05-03,USD
2018-05-02,EUR,1.1951,2018-05-02,USD
2018-05-01,EUR,1.1993,2018-05-01,USD
2018-04-30,EUR,1.2079,2018-04-30,USD
2018-04-27,EUR,1.213,2018-04-27,USD
2018-04-26,EUR,1.2103,2018-04-26,USD
2018-04-25,EUR,1.2161,2018-04-25,USD
2018-04-24,EUR,1.2232,2018-04-24,USD
2018-04-23,EUR,1.2209,2018-04-23,USD
2018-04-20,EUR,1.2288,2018-04-20,USD
2018-04-19,EUR,1.2346,2018-04-19,USD
2018-04-18,EUR,1.2373,2018-04-18,USD
2018-04-17,EUR,1.237,2018-04-17,USD
2018-04-16,EUR,1.238,2018-04-16,USD
2018-04-13,EUR,1.2331,2018-04-13,USD
2018-04-12,EUR,1.2327,2018-04-12,USD
2018-04-11,EUR,1.2367,2018-04-11,USD
2018-04-10,EUR,1.2356,2018-04-10,USD
2018-04-09,EUR,1.2321,2018-04-09,USD
2018-04-06,EUR,1.2283,2018-04-06,USD
2018-04-05,EUR,1.224,2018-04-05,USD
2018-04-04,EUR,1.2278,2018-04-04,USD
2018-04-03,EUR,1.227,2018-04-03,USD
2018-04-02,EUR,1.2302,2018-04-02,USD
2018-03-30,EUR,1.2323,2018-03-30,USD
2018-03-29,EUR,1.2302,2018-03-29,USD
2018-03-28,EUR,1.2308,2018-03-28,USD
2018-03-27,EUR,1.2403,2018-03-27,USD
2018-03-26,EUR,1.2443,2018-03-26,USD
